SL,EEG,BP,HR,CIRCULATION,ACTIVITY
113566,-4650,43,235,4905,2
410581,-7590,57,473,14125,4
339382,-8760,117,462,11563,3
26639.2,-3285.65,27,174,1415,4
3381.02,-1110.21,29,71,249,4
14143.5,-2446.28,80,120,809,3
238514,-10200,87,537,8350,3
58496.9,-3940,67,224,2192,2
7192,-3588,83,129,400,0
9520.05,-2824.87,99,130,490,2
77451,-7762,24,316,3216,0
5647.27,-908,23,85,343,1
11972.2,-2504.39,80,128,693,3
30085.3,-3188.45,117,171,1747,5
44557,-2292,54,196,1808,0
119400,-4885,29,266,5413,0
318812,-11998,92,455,10683,0
13897,-2184.73,62,120,809,3
13198.9,-1599.38,18,96,804,2
3055.72,-1253.7,38,71,249,4
39773,-2930,21,196,1885,3
58864.5,-6720.95,164,305,2610,2
70058,-5379.29,143,247,3373,1
4374.64,-1290.08,11,72,340,5
43.5905,-637,94,33,5,4
5759.46,-1770,16,79,292,2
147629,-1760,92,449,5537,2
167041,-8671,273,353,5750,0
13029.9,-2691.4,15,132,806,4
21415.3,-3000.78,68,145,1156,4
20303.6,-3526.56,92,163,1162,2
81441,-7988,59,284,3058,0
468081,-11762,75,460,16386,0
17282,-2799,13,130,1019,0
35185.1,-4403.02,124,208,1691,4
58028.7,-4320,39,224,2192,3
61.4721,-617,92,33,5,4
4224.45,-872,11,79,317,2
16048,-5035,84,164,890,0
110617,-8910,54,322,4619,4
20574.7,-3449.45,88,163,1162,4
161128,-10500,207,388,6290,3
144534,-6051.98,155,308,6057,4
122455,-5752,55,330,4534,0
39742.9,-3932.13,26,193,2118,4
26040,-3304,25,156,1363,0
115536,-3040,38,235,4905,2
51849.7,-3870,29,188,2599,3
160341,-8650,89,388,6290,4
164584,-5972.17,72,352,6744,3
9453.08,-2534.81,93,130,490,2
188174,-9328,54,321,7328,0
42698,-6334,45,260,2001,0
113157,-3110,42,235,4905,3
12962.3,-2632.23,16,132,806,4
2733.45,-954349,37,54,204,4
9479,-2327,26,141,553,0
50925.4,-5740,39,234,2464,3
4965.39,-1849.03,43,107,346,2
279877,-9103.06,90,468,9276,5
140607,-4200,38,315,5844,3
58037.9,-4473.01,140,217,2904,2
12356.9,-3045.89,82,136,619,3
22292,-4997,105,162,1308,0
313332,-8892,97,462,10529,0
25751.9,-2799.63,31,157,1519,3
84750.8,-2930,20,220,3450,3
34217.4,174,36,166,1111,4
666240,-12312,69,551,17503,0
515625,-11642.3,142,540,18067,4
3842,-1612,22,86,268,0
37586.4,-3860,35,196,1997,3
96190.7,-5660.23,46,294,4249,5
133472,-6364,46,254,5416,0
50759.9,-5970,41,234,2464,2
25302.3,-3064.54,34,157,1519,3
7760.84,-1811.16,69,104,457,2
14579.1,-2486.61,43,134,970,3
98417,-6600,24,249,4152,0
108978,-8004,73,330,4625,0
12949.4,-2772.16,90,136,619,3
39404,-3140,36,209,1314,0
26909.4,-3130,20,166,1414,5
51096.7,-3010,34,234,2464,2
11329.5,-3201.65,40,156,654,4
50.5575,-589,6,33,5,1
35962.3,-4319.14,117,208,1691,4
39758.7,-4298.37,37,193,2118,5
85748,-7038,57,291,3629,0
21326,-2007,31,136,1110,0
13138.1,-2514.43,16,132,806,4
158138,-11011,68,353,6857,0
82134.1,-2570,52,223,2822,5
51583.7,-3050,25,188,2599,3
1450.86,-966327,41,52,133,2
14254.7,-2304.14,73,120,809,4
86040.1,-3430,18,220,3450,4
2157.27,-1095.18,20,54,165,2
115326,-5550,51,271,4426,3
12056.4,-2566.19,88,128,693,2
13576.9,-1526.02,26,96,804,2
221048,-10685,67,437,7577,0
4295.64,-891,15,79,317,2
71622.9,-4520,39,249,3630,2
179850,-7270,77,403,6746,3
5380.79,-1590,16,79,292,2
12852.4,-2762.22,15,132,806,4
4157.46,-1241.92,29,72,340,4
179843,-5930,74,403,6746,3
14210.8,-2419.21,88,120,809,3
128599,-7516,46,362,5213,0
208506,-9840,214,376,7705,0
12171.5,-2613.75,67,128,693,4
105701,-7005,48,244,5208,0
42983.5,-2030,11,196,1885,4
4931.63,-2580.36,36,131,271,5
18888,-3851,33,145,933,0
8995.95,-1889.4,74,107,517,5
77347.5,-5573.43,33,262,3211,4
87782.3,-2540,23,220,3450,4
29618,-3321,27,177,1578,0
10166,-3758,33,131,588,0
50956.3,-4663.92,101,209,2534,4
13139.5,-2673.5,15,132,806,4
2844.16,-1238.32,49,67,224,3
4058.74,-2210.36,65,101,249,4
26052.6,-3309.73,28,174,1415,4
18124,-2014,82,145,1067,0
66926,-5837,82,260,3132,0
4122.08,-1468.66,121,88,318,3
410654,-8340,73,473,14125,3
53382.3,-4159.55,38,215,2394,4
11023,-1908.82,20,102,764,4
71830.5,-6056.77,29,262,3211,4
9517.64,-2993.24,86,130,490,2
24690.4,-1110,48,166,1111,4
13286,-2877,38,130,657,0
10243.9,-2330,37,154,587,2
2881.56,-1270.76,51,67,224,3
11134.4,-2089.42,21,102,764,4
20834.2,-2917.39,72,145,1156,4
52146.8,-5979.89,52,288,2334,5
5304.13,-1230,12,79,292,1
4213.83,-1432.9,7,72,340,0
164441,-7498.31,70,352,6744,2
49277.9,-4500,32,234,2464,4
10366.7,-3270,15,109,689,3
46738,-5420,41,220,2391,0
51681.8,-3060,49,224,2192,5
95573,-6850,197,256,4156,0
12129.3,-2533.74,74,136,619,4
13091.5,-2691.13,16,132,806,4
201826,-7738,41,324,7204,0
55.3419,-275,94,33,5,4
12092.5,-2737.02,84,136,619,3
65727,-5087,26,218,3127,0
194308,-12024,294,375,6628,0
474706,-10300,65,483,15505,3
11228.9,-2771.8,39,156,654,5
160383,-9660,91,388,6290,4
5328.79,-2630,16,79,292,2
4389.22,-1440,16,88,292,2
57372.2,-3900,48,223,2822,4
37799,-3095,40,254,1812,0
109579,-6320,38,322,4619,5
60021.1,-6571.55,167,305,2610,3
117476,-5590,53,271,4426,3
164392,-7546.99,71,352,6744,2
4363.31,-954,16,88,292,2
4275.01,-1080,10,79,317,2
34714,-2669,32,178,1928,0
3258,-4057,14,112,228,0
113027,60000,40,322,4619,4
53153.3,-6015.88,63,288,2334,4
40266.8,-2760,40,234,1581,2
51046.4,-2360,23,188,2599,3
145552,-6079.44,151,308,6057,4
37258.3,-4170,40,196,1997,5
78397.7,-5820,56,272,3539,3
26320.3,-3014.4,77,156,1521,4
39455,-6490,55,240,1999,0
11978.2,-2549.6,82,128,693,3
57250,-6695,148,229,2604,0
161519,-8388,65,318,4732,0
10599.2,-2913.35,92,139,587,2
30940,-3518,138,195,1633,0
49.3234,-367,96,33,5,2
139523,-11900,93,449,5537,2
17212.7,-2755.78,71,142,844,5
27943.3,-3520,29,156,1364,4
1946.24,-1074.51,5,63,166,3
6141,-2714,231,114,427,0
12972.2,-2754.2,14,132,806,4
51705.2,-4220,37,234,2464,3
13293.2,-1467.82,22,96,804,2
4154.84,-1349.72,25,72,340,5
171885,-10018,276,389,6068,0
2175.29,-940882,20,54,165,2
3056.07,-1282.89,50,67,224,5
4163.82,-1489.79,122,88,318,2
4261.13,-1220,10,79,317,2
1444.48,-992952,42,52,133,2
47030.5,-3890,17,216,2677,3
3488.48,-723915,49,51,132,2
9547.78,-2881.36,17,138,554,4
52075.4,-5050,22,215,2188,3
2707,-2512,9,82,206,0
1225000,-21786,161,883,32064,0
173010,-7374,46,313,7578,0
79878,-6880,60,272,3539,3
118096,-6188,23,263,4807,0
116485,-3970,37,235,4905,3
113317,-9040,55,300,5105,0
138936,-6890,34,315,5844,2
4702.41,-2665.24,30,131,271,4
110679,-3580,37,322,4619,3
10136.3,-2650,33,154,587,3
7565.73,-1617.45,50,93,545,3
4626.37,-2000,10,79,292,3
408908,-8390,62,473,14125,4
95068,-4240,70,254,3885,5
179859,-4550,80,403,6746,3
57.2156,-360,96,33,5,4
14427.9,-3877.58,181,167,850,0
40151,-3081.36,97,159,2181,4
5112.87,-1430,15,85,343,1
12183.2,-2496.18,94,128,693,2
39187.6,-4043.23,121,205,1751,3
345935,-11235,74,456,11275,0
5385.02,-1930,11,79,292,2
93466.3,-4370,69,254,3885,4
180356,-16440,240,478,6410,0
13915,-2493,92,120,809,3
4195.34,-1509.93,120,88,318,2
50.9237,-562,8,33,5,1
394569,-8050,89,473,14125,5
25961,-4002,28,178,1208,0
67308.8,-5098.05,144,247,3373,2
5096.65,-1960,16,79,292,2
200433,-7590,48,390,7459,3
123302,-7919,56,360,4528,0
38006,-4038,16,166,2118,0
2173,-1561,2,65,180,0
99721,-9146,40,292,4431,0
53303,-7279,88,242,2462,0
36639,-3830,33,196,1997,4
37642.2,-3734.58,42,180,2054,5
171233,-9470,86,449,5537,2
12913,-231,62,109,806,0
33367,-3700,57,198,1522,0
1481.04,-1041.92,36,52,133,4
96948.4,-3980,63,254,3885,4
6644.81,-1594.97,27,95,427,5
176226,-4550,69,403,6746,4
45014.9,-5070,33,215,2188,4
26439.6,-2803.58,96,158,1403,5
4115.86,-2314.87,70,101,249,4
259701,-8240,111,537,8350,4
17784,-3384,29,181,658,0
50356,-5150,24,216,2677,3
24244,-1070,28,166,1111,4
14250.5,-2261.77,91,120,809,4
116035,-4070,76,271,4426,3
3379.77,-2340,16,86,205,4
16300,-5021,36,154,932,0
71977.1,-5626.18,46,262,3211,5
47893,-6782,31,213,2255,0
51429.7,-2600,39,234,2464,3
50.8063,-335,92,33,5,2
110551,-5650,34,322,4619,4
71183.1,-5747.58,26,262,3211,5
2050.5,-1085,4,63,166,3
3496.45,-814016,47,51,132,2
26262.5,-3360.19,31,174,1415,4
117534,-6485,59,314,4252,0
39800.6,-2260,44,234,1581,2
13636.9,-1634.3,14,96,804,3
10368.7,-2290,12,109,689,4
30504.8,-3428.08,127,171,1747,5
11590.6,-2949.72,29,156,654,4
2137.96,-1128.18,20,54,165,2
26428.2,-4286.04,41,214,1469,3
29404.1,-1890,31,156,1364,5
2186.43,-1044.54,20,54,165,2
16670,-2812.32,81,142,844,4
102718,-5939,43,233,4712,0
23231.8,-2856.74,25,154,1252,4
74769,-5990,38,247,3295,0
27154.5,-2350,36,166,1414,3
55250,-7064,176,269,2329,0
116103,-5180,54,271,4426,2
60399.2,-4780,34,247,2754,3
70645.8,-5580.41,43,262,3211,5
7637.86,-727,11,111,453,4
22622,-4161,63,161,1258,0
13986.6,-2324.37,94,120,809,3
36924.1,-3210,30,196,1997,3
52.6901,-456,96,33,5,3
12169,-2404.26,62,136,619,4
6728,-3337,12,114,428,0
13498.5,-1447.8,35,96,804,3
146535,-6045.55,177,308,6057,4
469235,-10000,48,483,15505,3
26576.3,-2690,24,156,1364,2
172459,-5010,83,403,6746,3
623527,-19657,167,779,18103,0
4493.97,-1390,20,88,292,2
150376,-10300,89,449,5537,2
52840.4,-2370,30,188,2599,4
2188.04,-1124.56,20,54,165,2
4233.83,-1900,27,86,205,5
18021.1,-3717.29,77,172,973,3
275127,-10300,107,537,8350,3
12754,-2024,22,132,766,0
105073,-7044,65,321,4812,0
51064.7,-3190,28,234,2464,2
339889,-10500,86,462,11563,4
156835,-9290,78,449,5537,2
103627,-7322.27,48,307,3979,0
12351.7,-2506.52,87,128,693,4
39037.6,-4036.66,29,193,2118,4
29690.2,-1120,15,166,1111,3
92334.4,-5160,61,254,3885,4
4181.46,-2272.95,71,101,249,4
134747,-9977,81,345,5429,0
26546,-2700,24,144,1463,0
2778.76,-1217.96,51,67,224,2
32754.9,-3468.74,85,176,1922,4
38720,-2340,11,196,1885,3
112982,-3820,39,235,4905,2
12570,-2212,53,124,763,0
158994,-6108.29,97,352,6744,2
57806.8,-4521.95,136,217,2904,2
11987,-1658.75,55,105,765,2
410638,-9480,61,473,14125,2
10607.7,-2754.01,74,139,587,2
11276,-2368.99,67,114,689,0
54151,-6107,29,190,2392,0
3435.41,-811344,50,51,132,2
30308,-2833,13,138,1800,0
78723,-5929,109,256,3971,0
318839,-9824,97,440,10248,0
269628,-15222,214,429,9549,0
236051,-9380,93,537,8350,4
91637,-8839,243,302,3711,0
19810.9,-3477.79,82,163,1162,4
117228,-8618,43,335,4914,0
2962.97,-1200.21,42,67,224,3
14103.2,-2421.34,92,120,809,4
143533,-5909.13,159,308,6057,3
11279.2,-3359.78,44,156,654,5
92182.6,-4920,61,254,3885,3
30420.3,-3198.31,123,171,1747,5
4607.97,-1770,11,79,292,3
11330,-3587,27,122,615,0
165709,-5863,211,330,6177,0
7749.59,-928,159,109,486,5
7647.02,-1818.72,73,104,457,2
8471.38,-1310,19,102,516,5
4589,-2304,3,75,316,0
5712,-2009,6,87,422,0
4241.51,-1185.81,17,72,340,4
29131.2,-4097.86,51,214,1469,4
26670.5,-2851.62,96,158,1403,4
19457,-3743,105,212,1023,0
44169.6,-2670,19,196,1885,5
59476.1,-6734.8,163,305,2610,2
73386.2,-2890,24,249,3630,2
62945,-6996,132,225,2892,0
9991.3,-2425.53,21,123,621,4
4243.91,-871,19,88,292,2
91509.6,-5840,70,254,3885,3
410753,-9200,62,473,14125,2
4211.09,-1940,11,79,317,2
22761,-4602,42,178,1212,0
10860.4,-3168.5,39,156,654,4
37335.9,-4315.4,38,193,2118,4
8248,-3528,35,142,402,0
96820.6,-5662.34,42,294,4249,4
12062.2,-2586.91,73,136,619,3
87597.7,-2880,18,220,3450,4
2146.17,-567287,6,43,161,5
28303.4,-4156.81,50,214,1469,4
18113,-3508,9,127,888,0
50156.2,-4530,27,216,2677,3
9939.05,-1869.66,68,107,517,5
30045.3,-2068.16,27,132,1513,4
59110.4,-4366.8,126,217,2904,3
17005,-3563,73,132,1063,0
27703.9,-2340,30,156,1364,4
1463.38,-1005.34,41,52,133,2
72357.1,-4800.3,75,262,3211,5
55288,-4134,28,193,2894,0
476079,-12500,55,483,15505,3
244213,-9820,100,537,8350,3
122935,-7823,74,383,4349,0
10184,-2655,13,131,585,0
8845,-3512,21,120,552,0
94158.5,-6448.1,42,294,4249,0
10847.3,-3039.52,34,156,654,5
515966,-14286,114,651,15005,0
6713,-3008,54,109,426,0
4312.11,-1251.59,22,72,340,3
188194,-11085,57,358,7100,0
138266,-9810,74,449,5537,2
3815.72,-748047,42,51,132,2
38512.8,-2350,15,196,1885,3
140135,-5750,41,315,5844,3
85691.6,-2820,19,220,3450,3
116122,-1940,40,235,4905,4
79924.7,-4170,38,272,3539,3
159601,-7173,61,353,6068,0
516256,-11599.5,153,540,18067,4
3724,-1443,5,83,247,0
12584.7,-2863.35,16,132,806,4
3206,-2098,18,78,222,0
12037.2,-2517.81,78,128,693,3
13281.3,-1568.4,20,96,804,2
3205.32,-1143.22,41,71,249,2
12220,-2392.9,80,128,693,2
183407,-5943.34,42,286,7322,0
4213.03,-1460,16,88,292,1
268611,-4912,104,460,8479,0
27218,-3295,21,157,1635,0
16607.9,-4010.95,86,172,973,5
276714,-10400,101,537,8350,3
3010.61,-1011.04,31,71,249,4
73920.4,-4330,25,249,3630,2
141632,-6197.72,174,308,6057,3
26638.3,-2991.51,88,158,1403,4
516904,-11950,127,540,18067,4
55.8893,-317,8,33,5,2
38525,-4142.14,37,193,2118,3
79642.9,-5950,47,272,3539,4
49084.9,-2550,36,223,2059,2
35080,-4237,23,215,1750,0
198032,-2508800,78,383,6636,0
11532,-2832,117,139,696,0
28669.6,-2080,30,156,1364,5
39129.2,-2670,11,196,1885,3
67884.5,-2970,53,224,2192,3
19302,-2065,21,118,1303,0
9985.05,-2467.07,22,123,621,3
94609,-6559,64,342,3633,0
66659.6,-3810,51,224,2192,3
11511,-3116.33,43,156,654,4
4052.8,-1517.91,121,88,318,2
57407,-6761,131,210,2671,0
10252.9,-3410,14,109,689,3
7116.35,-2006.03,15,95,427,0
110170,-6240,31,322,4619,3
56799.4,-3894.25,0,217,2904,4
1776.78,-1451.57,26,76,147,4
181783,-5310,71,403,6746,4
24059,-2743,18,151,1358,0
115811,-4410,54,271,4426,2
17150,-2828,26,141,1068,0
258884,-8810,111,537,8350,3
6100,-2812,74,93,484,0
109583,-6530,46,322,4619,4
4689.85,-2743.03,30,131,271,5
12026.4,-2551.56,82,128,693,3
159822,-11206,94,444,5966,0
5394.16,-1780,22,86,205,2
13900.4,-2404.55,90,120,809,3
51193.1,-3570,38,234,2464,3
4897.72,-2604.28,24,131,271,5
27386.3,-3020.16,107,158,1403,4
25980,-5326,29,195,1213,0
96285.9,-5737.03,60,294,4249,5
4383.61,-1340.89,21,72,340,3
4648.58,-2692.23,39,131,271,5
37710.8,-4107.97,129,205,1751,2
9057.85,-2985.04,16,138,554,2
9354.08,-3087.78,15,138,554,2
176798,-9000,92,449,5537,2
174033,-10696,52,340,6515,0
52028.4,-3030,43,188,2599,3
10464.3,-1720,35,154,587,2
10322.2,-3360,13,109,689,3
211971,-9450,90,443,7714,0
50973,-2882,60,196,2462,0
60885.6,-4810,34,247,2754,3
8750,-1509,10,108,520,0
473197,-11000,50,483,15505,4
395122,-10316,62,483,13616,0
80408.4,-5490,56,272,3539,4
236818,-8180,90,537,8350,4
7604,-1208,14,121,517,0
36180.4,-4120,42,196,1997,5
90453.6,-1490,29,220,3450,4
51381,-609,6,33,5,1
114335,-3560,40,235,4905,3
46177.8,-5691.47,70,273,2061,3
3223.12,-3060,12,86,205,5
539292,-17198,91,622,16243,0
4433,-3550,32,107,270,0
116415,-5680,60,271,4426,2
4249,-2686,14,85,316,0
51180.3,-4391.38,96,209,2534,5
9401.89,-2451.37,15,123,621,3
14822.6,-3254.82,25,143,771,0
2195.96,-1481.18,9,82,185,0
517059,-12221.6,133,540,18067,4
1443.17,-962873,42,52,133,2
11053,-1898.53,18,102,764,4
412566,-7820,62,473,14125,3
6929.19,-1780,18,119,395,5
1569.24,-1006.79,37,52,133,5
17290,-4261.61,35,183,931,1
1416.5,-1022.38,42,52,133,1
4427.35,-1680,26,86,205,2
7857.72,-1623.28,42,93,545,4
51779.8,-4475.91,104,209,2534,4
2873.87,-1266.35,50,67,224,2
37987.2,-3800.21,41,180,2054,5
22299.6,-2930,36,182,1212,4
34760.4,-3180,37,234,1581,2
37675.8,-2420,17,196,1885,3
305686,-5480,99,537,8350,3
45859,-5941.34,60,273,2061,5
2771.79,-1212.94,48,67,224,2
86927,-5746,67,282,3801,0
27247.5,2950,39,194,1521,4
7348.53,-1570.72,47,93,545,3
55822.4,-2800,41,223,2059,2
516483,-11403.1,119,540,18067,4
409640,-9480,76,473,14125,2
161518,-10100,87,388,6290,3
57419.2,-4270,34,223,2822,4
11216,-2109,26,136,728,0
25976.6,-3125.02,28,157,1519,4
51213.9,-3210,24,188,2599,4
59151,-4916,237,216,2975,0
20794.4,-967092,0,163,1162,2
14134.9,-2450.72,85,120,809,3
27072,-2300,30,156,1364,3
41528,-5331,69,264,1695,0
1962.4,-1076.09,6,63,166,3
149638,-7115.36,163,362,5847,4
7674.82,-1888.87,72,104,457,2
66003,-6610,46,228,2966,0
47786.7,-5913.26,61,273,2061,5
57462.6,-1171.55,89,217,2904,2
39808.7,-3889.11,29,193,2118,4
54590,-5932,15,193,2388,0
4486.91,-328,18,88,292,2
140634,-5270,44,315,5844,3
52685.9,-6038.82,50,288,2334,4
89600,-8601,31,289,3546,0
15200,-2248,21,122,849,0
1758.25,-1404.67,11,76,147,5
9274.33,-3125.21,17,138,554,2
17215.3,-4297.05,35,183,931,1
26478,-3501,49,177,1471,0
7578.77,-1878.23,75,104,457,2
4225.36,-1650,14,88,292,1
9660.91,-2860.16,23,138,554,3
52.1516,-477,92,33,5,3
73332,9640,20,249,3630,2
115819,-3160,49,235,4905,2
69250.4,-5110.64,149,247,3373,2
138775,-4967,72,298,5838,0
47418,-6411,24,222,2254,0
52012.4,-3430,37,234,2464,3
13536.2,-1397.81,18,96,804,3
11962.1,-1811.58,19,105,765,3
280284,-9702.74,68,468,9276,4
13112.6,-1558.44,16,96,804,2
17176.1,-4205.84,34,183,931,1
3379.65,-834824,49,51,132,2
103272,-6803,204,300,4619,0
59639.7,-6389.63,160,305,2610,2
33041.4,-4220,34,234,1581,2
143252,-5840,59,315,5844,4
60014.8,-2940,38,223,2822,5
171099,-9030,94,449,5537,2
12239.6,-2569.97,82,136,619,5
40097,-4084,18,164,2118,0
53529.3,-4110,27,215,2188,3
12864.2,-2713.33,15,132,806,4
78356.1,-8269.56,69,320,3466,0
93944.3,-4950,72,254,3885,5
27451.5,-2909.22,88,156,1521,4
27546.5,-4149.69,45,214,1469,4
249546,-9410,99,537,8350,3
68638,-5616,177,247,3371,0
10237.5,-2425.89,23,123,621,4
117345,-2950,44,235,4905,3
160633,-9720,81,388,6290,3
26406,-4909,46,216,1315,0
66370,-7527,52,293,2980,0
68733,-8257,63,307,3062,0
3204.62,-1084.87,39,71,249,3
51.5672,-564,8,33,5,1
70129,-5918,40,240,3052,0
4618.96,-2100,31,86,205,4
4443.48,-1430,28,88,292,2
9945.36,-2510,44,154,587,2
73263.8,-3810,24,249,3630,2
151918,-10100,74,449,5537,2
68546.9,-5261.81,144,247,3373,1
160170,-7635.38,72,352,6744,2
9735.16,-2797.07,22,138,554,3
27004.7,-2980,30,166,1414,5
401106,-8330,80,473,14125,4
5070,-3040,10,131,293,0
82579,-6746,44,301,3293,0
80296,-7500,49,279,3373,0
34279.6,-4411.64,129,208,1691,4
465821,-12400,47,483,15505,2
516883,-11659.7,146,540,18067,4
108070,-5844,35,299,4521,0
7258.81,-1635.55,49,93,545,3
279303,-13000,79,540,8870,3
11625.9,-2600.7,86,128,693,4
8977.34,-925,23,102,516,5
7474.44,-1883.02,77,104,457,2
21248,-2532,14,121,1156,0
11068.5,-3183.86,32,156,654,4
73206.5,-4894.71,56,262,3211,5
16951.7,-3875.34,79,172,973,3
497327,-15490,117,624,15343,0
10182.9,-3030,21,109,689,3
116505,-4360,53,271,4426,3
285268,-9389,59,446,10107,0
8810.43,-768,27,102,516,4
113222,-3570,49,235,4905,2
10215.9,-2900,14,109,689,3
358717,-5779,70,404,13943,0
57.7427,-330,96,33,5,5
856978,-23150,118,863,24470,0
2271.94,-970024,19,54,165,2
144356,-7497.74,179,362,5847,3
11884,-1308,102,96,801,0
13447.9,-1541.92,19,96,804,2
5327.93,-1660,9,79,292,2
9482.23,-3017.55,98,130,490,2
49564.1,-4650,25,216,2677,4
63554,-4248,134,201,2673,0
127300,-4558,78,365,5220,0
25212.6,-1990,36,166,1414,4
12957.6,-2655.05,17,132,806,4
39204.5,-1710,28,166,1414,4
70117,-7184,24,212,3369,0
4479.33,-2760.21,28,131,271,5
204244,-11854,84,457,7967,0
4032,-2315,49,111,271,0
1328.15,-890842,9,51,102,5
79762.8,-5910,51,272,3539,3
39554.1,-3150,21,196,1885,3
9279.51,-3167.47,15,138,554,2
13596.9,-2906.31,12,148,729,4
24337.8,-1550,17,166,1111,5
411276,-7810,69,473,14125,2
62693,-3831,38,289,2193,0
212784,-10014,78,442,8093,0
33327.4,-3406.58,69,176,1922,4
3471.63,-765403,49,51,132,3
33986.7,-3516.9,80,176,1922,5
2913.35,-1221.24,46,67,224,2
25256,-2813,146,157,1408,0
8690,-2010,14,122,519,0
4760.03,-1280,21,85,343,1
40864.3,-2060,43,234,1581,2
5280,-3015,14,116,346,0
27995.7,-3006.96,97,158,1403,4
14898.9,-2390.27,54,134,970,3
141875,-4310,49,315,5844,3
56572,-4804,29,253,2468,0
248423,-10264,85,434,8609,0
52289,-419,96,33,5,2
39319.3,-3586.58,35,193,2118,4
7644.91,-1929.04,69,104,457,2
13236,-2564.19,79,136,619,4
5150.17,-2210,8,79,292,2
563835,-14129,92,621,17517,0
4255.94,-1230,33,85,343,2
12843.9,-2712.09,17,132,806,4
143198,-4610,71,449,5537,2
28969.9,-2130,28,156,1364,4
79233.2,-7128.89,73,320,3466,5
215478,-15231,67,435,8093,0
7531.91,-1860.49,75,104,457,2
60871.1,-4530,37,215,2188,3
37817.7,-4179.04,126,205,1751,2
36544,-4093,66,158,1524,0
30608.5,-3106.59,117,171,1747,5
90527,-4960,47,254,3885,3
27284,-5604,39,204,1309,0
115072,-6199,55,310,4817,0
143018,-6052.3,170,308,6057,4
364155,-14146,62,572,10981,0
299262,-9385,262,401,9540,0
16883.2,-3967.4,82,172,973,3
30630,-4273,29,184,1749,0
11285.6,-1846.01,20,102,764,4
1460,-1490,7,54,130,0
184401,-6770,81,403,6746,5
1907.9,-1442.27,22,76,147,5
4837.43,-2623.83,23,131,271,5
19426,-4277,32,164,1069,0
116003,-5400,50,271,4426,2
107516,-8033,53,306,4717,0
31524,-5087,44,204,1421,0
102517,-6310,87,306,4342,0
57885,-7468,42,268,2607,0
5406.87,-1810,8,79,292,2
1926.76,-1018.22,14,63,166,4
30371.9,-3177.58,120,171,1747,5
83771.7,-2310,55,223,2059,2
50671.4,-3380,35,234,2464,3
44765.7,-4670,49,223,2059,2
58186,-5547,42,220,2388,0
13965.4,-2203.87,71,120,809,3
38683.1,-3850.42,43,180,2054,5
61815.7,-5510,29,247,2754,3
5780,-1943,6,104,345,0
73743.3,-4590,27,249,3630,2
12074.3,-2628.98,91,136,619,3
48.8389,-263,96,33,5,2
180082,-6316,52,322,6976,0
50759.2,-4010,40,234,2464,3
1110.1,-876779,24,51,102,5
413080,-8350,48,473,14125,3
109767,-6770,53,322,4619,4
233650,-8500,42,374,8598,0
25008.5,-3228.33,32,157,1519,3
265646,-9950,111,537,8350,3
78717.1,-6440,38,272,3539,3
83338,-6055,31,260,3628,0
49031.4,-6380,42,216,2677,4
2168.59,-1121.5,20,54,165,2
2199.28,-1108.93,20,54,165,1
346846,-11607,173,465,11123,0
10022.7,-1680,44,154,587,2
63094,-4707,67,269,2988,0
11003,-2763,34,119,588,0
34696,-2520,55,181,1808,0
35097.8,-4453.96,128,208,1691,4
37959,-4306.08,117,205,1751,2
66.4309,-190,92,33,5,2
49.6006,-611,8,33,5,2
71835.5,-6057.58,30,262,3211,5
60300,-4429.43,139,217,2904,5
12534.5,-3028.51,88,136,619,3
3820.14,-1200,13,79,317,2
2049.1,-1033.65,7,63,166,3
69037.4,-5259.84,148,247,3373,1
269771,-10686,223,440,7593,0
2403.96,-1312.68,12,82,185,5
52118.9,-5964.05,62,288,2334,5
2884.67,-1273.29,52,67,224,3
22891,-3791,21,165,1311,0
15001,-2758,23,145,891,0
161050,-7602.02,76,352,6744,2
4283.35,-1870,14,88,292,1
10479,-3604,65,144,621,0
14152.7,-2438.83,85,120,809,3
13895,-2519,23,132,847,0
9585.32,-2526.51,20,123,621,3
5357.55,-1070,19,85,343,1
332512,-2730700,91,499,12195,0
163524,-7426.59,77,352,6744,2
24009,-2210,15,166,1111,2
8180.63,-2820,37,149,549,4
4583.58,-1280,21,85,343,1
5019.65,-1030,15,85,343,1
10178.9,-1490,39,154,587,3
466536,-12600,46,483,15505,3
78160.2,-6810,56,272,3539,3
29121.2,-3361.93,44,179,1626,5
94659.3,-5806.7,41,294,4249,3
37935.9,-3310,40,196,1997,3
4118.66,-1494.8,2,72,340,5
34641.8,-4516.51,125,208,1691,4
35571.8,-4413.52,134,208,1691,5
11381.2,-2961.35,36,156,654,4
152054,-8280,205,310,5739,0
6833.75,-2000,160,109,486,3
73042.5,-5473.69,35,262,3211,5
141827,-4330,60,315,5844,4
9455.82,-2978.66,100,130,490,2
13504.4,-1571.43,14,96,804,3
516116,-11540.3,145,540,18067,4
4189.08,-1487.13,119,88,318,2
27532.9,-4052.79,51,214,1469,5
137653,-8015,139,341,5849,0
14592,-2935,31,116,928,0
40405,-4870,327,198,2318,0
656324,-15954,83,614,19827,0
10473,-3202.57,49,156,654,4
2764.26,-1202.52,41,67,224,2
76324.6,-1468.86,46,262,3211,4
140114,-6126.33,164,308,6057,5
146888,-8413,70,333,6061,0
2756.95,-1262.68,51,67,224,3
51918.6,-6078.72,54,288,2334,5
46.1404,-492,6,33,5,2
80036.4,-5900,43,272,3539,4
